Date,Close
1/1/2022 23:58,3767.54
1/2/2022 23:58,3829.13
1/3/2022 23:58,3761.73
1/4/2022 23:58,3792.79
1/5/2022 23:58,3534.98
1/6/2022 23:58,3408.56
1/7/2022 23:58,3190.85
1/8/2022 23:58,3089.7
1/9/2022 23:58,3151.17
1/10/2022 23:58,3083.51
1/11/2022 23:58,3235.75
1/12/2022 23:58,3373.64
1/13/2022 23:58,3241.88
1/14/2022 23:58,3314.18
1/15/2022 23:58,3330.39
1/16/2022 23:58,3351.47
1/17/2022 23:58,3210.98
1/18/2022 23:58,3160.81
1/19/2022 23:58,3089.49
1/20/2022 23:58,2998.84
1/21/2022 23:58,2569.09
1/22/2022 23:58,2411.77
1/23/2022 23:58,2541.19
1/24/2022 23:58,2442.26
1/25/2022 23:58,2460.91
1/26/2022 23:58,2464.98
1/27/2022 23:58,2425.82
1/28/2022 23:58,2546.58
1/29/2022 23:58,2598.07
1/30/2022 23:58,2602.89
1/31/2022 23:58,2689.72
2/1/2022 23:58,2796.73
2/2/2022 23:58,2682.38
2/3/2022 23:58,2679.35
2/4/2022 23:58,2993.11
2/5/2022 23:58,3014.5
2/6/2022 23:58,3058.22
2/7/2022 23:58,3148.45
2/8/2022 23:58,3124.11
2/9/2022 23:58,3241.07
2/10/2022 23:58,3074.98
2/11/2022 23:58,2927.22
2/12/2022 23:58,2914.11
2/13/2022 23:58,2889.27
2/14/2022 23:58,2931.03
2/15/2022 23:58,3181.98
2/16/2022 23:58,3129.33
2/17/2022 23:58,2893.56
2/18/2022 23:58,2780.08
2/19/2022 23:58,2767.6
2/20/2022 23:58,2622.47
2/21/2022 23:58,2570.07
2/22/2022 23:58,2637.98
2/23/2022 23:58,2590.05
2/24/2022 23:58,2594.86
2/25/2022 23:58,2766.21
2/26/2022 23:58,2780.71
2/27/2022 23:58,2618.01
2/28/2022 23:58,2923.08
3/1/2022 23:58,2973.34
3/2/2022 23:58,2948.53
3/3/2022 23:58,2833.54
3/4/2022 23:58,2616.54
3/5/2022 23:58,2665.77
3/6/2022 23:58,2550.46
3/7/2022 23:58,2491.67
3/8/2022 23:58,2576.67
3/9/2022 23:58,2727.6
3/10/2022 23:58,2608.21
3/11/2022 23:58,2556.42
3/12/2022 23:58,2573.8
3/13/2022 23:58,2519.23
3/14/2022 23:58,2587.98
3/15/2022 23:58,2617.52
3/16/2022 23:58,2774.77
3/17/2022 23:58,2814.67
3/18/2022 23:58,2939.8
3/19/2022 23:58,2952.33
3/20/2022 23:58,2862.45
3/21/2022 23:58,2890.84
3/22/2022 23:58,2970.51
3/23/2022 23:58,3032.82
3/24/2022 23:58,3111.6
3/25/2022 23:58,3109.33
3/26/2022 23:58,3146.22
3/27/2022 23:58,3293.12
3/28/2022 23:58,3334.46
3/29/2022 23:58,3404.91
3/30/2022 23:58,3386.68
3/31/2022 23:58,3283.08
4/1/2022 23:58,3448
4/2/2022 23:58,3440.25
4/3/2022 23:58,3523.22
4/4/2022 23:58,3520.66
4/5/2022 23:58,3406.54
4/6/2022 23:58,3168.73
4/7/2022 23:58,3230.01
4/8/2022 23:58,3192.47
4/9/2022 23:58,3258.99
4/10/2022 23:58,3213.61
4/11/2022 23:58,2978.61
4/12/2022 23:58,3027.82
4/13/2022 23:58,3120.03
4/14/2022 23:58,3021.78
4/15/2022 23:58,3040.67
4/16/2022 23:58,3060.35
4/17/2022 23:58,2988.4
4/18/2022 23:58,3060.02
4/19/2022 23:58,3106.79
4/20/2022 23:58,3077.09
4/21/2022 23:58,2987.72
4/22/2022 23:58,2967.86
4/23/2022 23:58,2933.44
4/24/2022 23:58,2920.41
4/25/2022 23:58,3008.45
4/26/2022 23:58,2809.42
4/27/2022 23:58,2890.24
4/28/2022 23:58,2935.79
4/29/2022 23:58,2816.94
4/30/2022 23:58,2728.65
5/1/2022 23:58,2824.86
5/2/2022 23:58,2857.02
5/3/2022 23:58,2780.33
5/4/2022 23:58,2939.98
5/5/2022 23:58,2747.43
5/6/2022 23:58,2695.14
5/7/2022 23:58,2634.51
5/8/2022 23:58,2519.1
5/9/2022 23:58,2228.5
5/10/2022 23:58,2344.14
5/11/2022 23:58,2075.92
5/12/2022 23:58,1954.39
5/13/2022 23:58,2007.3
5/14/2022 23:58,2053.33
5/15/2022 23:58,2143.64
5/16/2022 23:58,2018.55
5/17/2022 23:58,2088.94
5/18/2022 23:58,1910.82
5/19/2022 23:58,2017.57
5/20/2022 23:58,1956.36
5/21/2022 23:58,1972.64
5/22/2022 23:58,2040.92
5/23/2022 23:58,1970.8
5/24/2022 23:58,1978.13
5/25/2022 23:58,1940.77
5/26/2022 23:58,1805.31
5/27/2022 23:58,1720.78
5/28/2022 23:58,1790.23
5/29/2022 23:58,1811.1
5/30/2022 23:58,1994.59
5/31/2022 23:58,1940.59
6/1/2022 23:58,1816.05
6/2/2022 23:58,1832.45
6/3/2022 23:58,1773.25
6/4/2022 23:58,1803.54
6/5/2022 23:58,1804.68
6/6/2022 23:58,1858.23
6/7/2022 23:58,1811.89
6/8/2022 23:58,1790.7
6/9/2022 23:58,1786.55
6/10/2022 23:58,1660.78
6/11/2022 23:58,1531.09
6/12/2022 23:58,1439.64
6/13/2022 23:58,1205.15
6/14/2022 23:58,1207.58
6/15/2022 23:58,1236.64
6/16/2022 23:58,1066.86
6/17/2022 23:58,1085.76
6/18/2022 23:58,993.64
6/19/2022 23:58,1126.93
6/20/2022 23:58,1126.83
6/21/2022 23:58,1125.1
6/22/2022 23:58,1048.96
6/23/2022 23:58,1144.11
6/24/2022 23:58,1224.47
6/25/2022 23:58,1241.33
6/26/2022 23:58,1196.86
6/27/2022 23:58,1191.27
6/28/2022 23:58,1142.65
6/29/2022 23:58,1099.15
6/30/2022 23:58,1070.08
7/1/2022 23:58,1057.57
7/2/2022 23:58,1065.6
7/3/2022 23:58,1072.88
7/4/2022 23:58,1149.99
7/5/2022 23:58,1133.55
7/6/2022 23:58,1186.43
7/7/2022 23:58,1240.14
7/8/2022 23:58,1226.74
7/9/2022 23:58,1216.78
7/10/2022 23:58,1167.9
7/11/2022 23:58,1095.56
7/12/2022 23:58,1037.33
7/13/2022 23:58,1114.26
7/14/2022 23:58,1192.7
7/15/2022 23:58,1232.89
7/16/2022 23:58,1355.59
7/17/2022 23:58,1338.03
7/18/2022 23:58,1581.63
7/19/2022 23:58,1542.65
7/20/2022 23:58,1522.12
7/21/2022 23:58,1575.68
7/22/2022 23:58,1535.56
7/23/2022 23:58,1549.15
7/24/2022 23:58,1597.72
7/25/2022 23:58,1440.75
7/26/2022 23:58,1444.03
7/27/2022 23:58,1636.4
7/28/2022 23:58,1725.19
7/29/2022 23:58,1722.25
7/30/2022 23:58,1697.96
7/31/2022 23:58,1680.56
8/1/2022 23:58,1630.63
8/2/2022 23:58,1631.17
8/3/2022 23:58,1620.13
8/4/2022 23:58,1610.1
8/5/2022 23:58,1738.38
8/6/2022 23:58,1691.3
8/7/2022 23:58,1700.42
8/8/2022 23:58,1774.54
8/9/2022 23:58,1702.67
8/10/2022 23:58,1854.05
8/11/2022 23:58,1881.63
8/12/2022 23:58,1961.05
8/13/2022 23:58,1982.92
8/14/2022 23:58,1936.05
8/15/2022 23:58,1899.39
8/16/2022 23:58,1876.57
8/17/2022 23:58,1834.61
8/18/2022 23:58,1845.57
8/19/2022 23:58,1607.49
8/20/2022 23:58,1577.22
8/21/2022 23:58,1616.88
8/22/2022 23:58,1624.78
8/23/2022 23:58,1661.76
8/24/2022 23:58,1656.11
8/25/2022 23:58,1695.29
8/26/2022 23:58,1503.62
8/27/2022 23:58,1494.58
8/28/2022 23:58,1426.77
8/29/2022 23:58,1551.12
8/30/2022 23:58,1524.81
8/31/2022 23:58,1554.15
9/1/2022 23:58,1587.39
9/2/2022 23:58,1574.38
9/3/2022 23:58,1557.62
9/4/2022 23:58,1579.18
9/5/2022 23:58,1617.82
9/6/2022 23:58,1560.58
9/7/2022 23:58,1629.47
9/8/2022 23:58,1635.56
9/9/2022 23:58,1718.14
9/10/2022 23:58,1776.74
9/11/2022 23:58,1764.13
9/12/2022 23:58,1716.83
9/13/2022 23:58,1574.71
9/14/2022 23:58,1638.83
9/15/2022 23:58,1467.38
9/16/2022 23:58,1431.47
9/17/2022 23:58,1468.92
9/18/2022 23:58,1334.72
9/19/2022 23:58,1378.46
9/20/2022 23:58,1325.37
9/21/2022 23:58,1245.65
9/22/2022 23:58,1327.98
9/23/2022 23:58,1326.82
9/24/2022 23:58,1317.25
9/25/2022 23:58,1296.04
9/26/2022 23:58,1336.56
9/27/2022 23:58,1327.92
9/28/2022 23:58,1335.83
9/29/2022 23:58,1335.97
9/30/2022 23:58,1328.67
10/1/2022 23:58,1311.76
10/2/2022 23:58,1276.89
10/3/2022 23:58,1323.37
10/4/2022 23:58,1362.06
10/5/2022 23:58,1353.33
10/6/2022 23:58,1352.24
10/7/2022 23:58,1330.99
10/8/2022 23:58,1315.71
10/9/2022 23:58,1323.41
10/10/2022 23:58,1290.94
10/11/2022 23:58,1279.86
10/12/2022 23:58,1294.5
10/13/2022 23:58,1288
10/14/2022 23:58,1298.24
10/15/2022 23:58,1273.98
10/16/2022 23:58,1306.42
10/17/2022 23:58,1331.49
10/18/2022 23:58,1311.93
10/19/2022 23:58,1284.93
10/20/2022 23:58,1282.55
10/21/2022 23:58,1300.07
10/22/2022 23:58,1313.89
10/23/2022 23:58,1364.06
10/24/2022 23:58,1343.75
10/25/2022 23:58,1460.3
