Date,ADA,BTC,ETH
2022-12-27 23:58:00,0.26028079,16698.9,1210.99
2022-12-28 23:58:00,0.248064327,16539.5,1189.32
2022-12-29 23:58:00,0.243933815,16633.6,1199.74
2022-12-30 23:58:00,0.245493032,16600.1,1199.09
2022-12-31 23:58:00,0.245615514,16529.0,1195.51
2023-01-01 23:58:00,0.249415371,16605.1,1199.92
2023-01-02 23:58:00,0.253808359,16675.8,1214.4
2023-01-03 23:58:00,0.252759332,16669.4,1214.25
2023-01-04 23:58:00,0.267695129,16844.4,1256.33
2023-01-05 23:58:00,0.2692272,16823.6,1250.88
2023-01-06 23:58:00,0.278616798,16949.3,1269.14
2023-01-07 23:58:00,0.27691252,16942.8,1263.94
2023-01-08 23:58:00,0.296665254,17067.5,1289.92
2023-01-09 23:58:00,0.316946424,17177.9,1321.45
2023-01-10 23:58:00,0.322424426,17438.7,1335.55
2023-01-11 23:58:00,0.323695337,17936.7,1388.37
2023-01-12 23:58:00,0.329695901,18847.7,1416.79
2023-01-13 23:58:00,0.345600953,19922.9,1451.22
2023-01-14 23:58:00,0.35319982,20979.7,1551.71
2023-01-15 23:58:00,0.350681376,20863.6,1551.64
2023-01-16 23:58:00,0.350312409,21165.1,1576.62
2023-01-17 23:58:00,0.345214403,21153.2,1565.68
2023-01-18 23:58:00,0.326070671,20674.2,1511.75
2023-01-19 23:58:00,0.338828722,21084.0,1551.12
2023-01-20 23:58:00,0.364515089,22680.9,1660.18
2023-01-21 23:58:00,0.368993348,22770.9,1624.48
2023-01-22 23:58:00,0.376970744,22714.8,1629.3
2023-01-23 23:58:00,0.375213439,22946.8,1629.36
2023-01-24 23:58:00,0.358677085,22636.1,1554.89
2023-01-25 23:58:00,0.373203494,23059.5,1612.3
2023-01-26 23:58:00,0.380138507,23015.5,1601.1
2023-01-27 23:58:00,0.389061278,23081.6,1598.18
2023-01-28 23:58:00,0.382215346,23013.2,1572.3
2023-01-29 23:58:00,0.397995924,23783.9,1648.33
2023-01-30 23:58:00,0.372045341,22832.9,1567.29
